EventId,TrackId,Type,RaceNum,CorrectedPostTime,Yards,SurfaceText,HorseName,HorseId,Age,Sex,Weight_lbs,PostPosition,Medication,MorningLine,WN_pool,PL_pool,SH_pool,Finish
1189,32,Harness,10,2019-03-10T02:02:00Z,1760,Dirt,Savage Seelster,20007,9,G,150,7,L,10,198,120,84,NA
1189,32,Harness,10,2019-03-10T02:02:00Z,1760,Dirt,Rock N Tony,19265,5,G,155,9,L,8,147,82,69,NA
1190,32,Harness,11,2019-03-10T02:21:00Z,1760,Dirt,Whiskey Friskie,25260,6,G,185,1,L,4.5,670,292,232,1
1190,32,Harness,11,2019-03-10T02:21:00Z,1760,Dirt,Evergreen Elite,7012,7,G,170,4,L,6,1089,342,265,2
1190,32,Harness,11,2019-03-10T02:21:00Z,1760,Dirt,Winning Is Sweet,25497,7,G,155,10,L,20,110,45,29,3
1190,32,Harness,11,2019-03-10T02:21:00Z,1760,Dirt,Sonofa Sizzle,21419,7,H,185,2,NA,20,150,70,76,NA
1190,32,Harness,11,2019-03-10T02:21:00Z,1760,Dirt,Vintage Grand,24787,5,G,165,3,L,4,438,217,134,NA
1190,32,Harness,11,2019-03-10T02:21:00Z,1760,Dirt,Indiana Cam,10579,7,G,170,5,L,3,580,222,118,NA
1190,32,Harness,11,2019-03-10T02:21:00Z,1760,Dirt,J M Jet Set,11379,9,G,175,6,L,8,370,199,148,NA
1190,32,Harness,11,2019-03-10T02:21:00Z,1760,Dirt,Sammy The Bull N,19847,10,G,147,7,L,15,272,159,203,NA
1190,32,Harness,11,2019-03-10T02:21:00Z,1760,Dirt,Blooming Genius,2384,8,G,155,8,L,12,277,58,38,NA
1190,32,Harness,11,2019-03-10T02:21:00Z,1760,Dirt,Latest Desire,12647,9,G,155,9,L,5,391,147,144,NA
1191,32,Harness,12,2019-03-10T02:41:00Z,1760,Dirt,Feelnlikearockstar,7392,7,G,150,2,L,4,958,466,187,1
1191,32,Harness,12,2019-03-10T02:41:00Z,1760,Dirt,Statement Made A,21923,6,G,155,6,L,6,285,115,59,2
1191,32,Harness,12,2019-03-10T02:41:00Z,1760,Dirt,Whatchyastarinat,25208,7,G,170,7,NA,8,678,179,117,3
1191,32,Harness,12,2019-03-10T02:41:00Z,1760,Dirt,Great Image,9140,6,G,155,1,L,10,101,40,32,NA
1191,32,Harness,12,2019-03-10T02:41:00Z,1760,Dirt,Sugar Island,22315,5,G,165,3,L2,3.5,228,73,42,NA
1191,32,Harness,12,2019-03-10T02:41:00Z,1760,Dirt,Fools Desire,7877,7,G,185,4,L,12,183,71,33,NA
1191,32,Harness,12,2019-03-10T02:41:00Z,1760,Dirt,Account Rollover,69,8,G,175,5,L,5,562,221,110,NA
1191,32,Harness,12,2019-03-10T02:41:00Z,1760,Dirt,Holdingallthecards,9916,10,G,155,8,L,20,140,68,54,NA
1191,32,Harness,12,2019-03-10T02:41:00Z,1760,Dirt,Fox Valley Reggie,8010,5,G,185,9,NA,10,102,37,27,NA
1191,32,Harness,12,2019-03-10T02:41:00Z,1760,Dirt,Manhattan Beach,14046,6,G,147,10,L,6,185,82,48,NA
1192,32,Harness,13,2019-03-10T03:01:00Z,1760,Dirt,Hezabluechipboy N,9728,8,G,165,8,L,5,381,92,57,1
1192,32,Harness,13,2019-03-10T03:01:00Z,1760,Dirt,The Optimist,23316,8,G,155,9,L,3.5,395,148,71,2
1192,32,Harness,13,2019-03-10T03:01:00Z,1760,Dirt,Colonys Best,4434,7,G,185,4,L,10,89,59,59,3
1192,32,Harness,13,2019-03-10T03:01:00Z,1760,Dirt,Dan D Dune,5166,6,G,185,1,L,6,239,126,62,NA
1192,32,Harness,13,2019-03-10T03:01:00Z,1760,Dirt,Kc Rambuctious Boy,11855,7,G,170,2,L,8,89,58,39,NA
1192,32,Harness,13,2019-03-10T03:01:00Z,1760,Dirt,Grantor Hanover,9102,9,G,170,3,L,20,103,45,31,NA
1192,32,Harness,13,2019-03-10T03:01:00Z,1760,Dirt,Shakerattlenrock,20420,10,G,175,5,L,6,310,105,36,NA
1192,32,Harness,13,2019-03-10T03:01:00Z,1760,Dirt,Franzo,8047,7,G,175,6,L,12,491,194,131,NA
1192,32,Harness,13,2019-03-10T03:01:00Z,1760,Dirt,M G Kid,14542,9,G,150,7,L,15,50,20,33,NA
1192,32,Harness,13,2019-03-10T03:01:00Z,1760,Dirt,Stonehouse Adam,22081,12,G,155,10,L,4.5,1308,495,184,NA
1193,32,Harness,14,2019-03-10T03:22:00Z,1760,Dirt,Hustling Charley,10221,6,G,185,10,L,12,304,157,69,1
1193,32,Harness,14,2019-03-10T03:22:00Z,1760,Dirt,Gold Coast Muscle,8761,7,G,150,5,L,6,743,248,126,2
1193,32,Harness,14,2019-03-10T03:22:00Z,1760,Dirt,Dateline Hanover,5304,6,G,155,6,L,6,288,142,48,3
1193,32,Harness,14,2019-03-10T03:22:00Z,1760,Dirt,Headforthebeach,9510,6,G,155,1,L,3.5,786,261,168,NA
1193,32,Harness,14,2019-03-10T03:22:00Z,1760,Dirt,Bettor Win,2066,11,G,170,2,L,4,585,198,96,NA
1193,32,Harness,14,2019-03-10T03:22:00Z,1760,Dirt,D Gs Machbeach,5643,8,G,175,3,NA,15,443,246,114,NA
1193,32,Harness,14,2019-03-10T03:22:00Z,1760,Dirt,Hoosier Shooter,10046,8,G,150,4,L,5,137,65,38,NA
1193,32,Harness,14,2019-03-10T03:22:00Z,1760,Dirt,Magic Manny,13828,8,G,147,7,L,20,82,28,16,NA
1193,32,Harness,14,2019-03-10T03:22:00Z,1760,Dirt,Ascaryone Hanover,1142,5,G,165,8,L,10,374,104,55,NA
1193,32,Harness,14,2019-03-10T03:22:00Z,1760,Dirt,Star Guitar,21852,7,G,185,9,L,8,212,72,43,NA
1194,33,Harness,1,2019-03-10T00:26:00Z,1760,Dirt,Sports Legend,21730,4,G,150,9,NA,5,16609,5363,2948,1
1194,33,Harness,1,2019-03-10T00:26:00Z,1760,Dirt,Vodka On The Beach,24853,3,C,160,8,NA,3,4526,1634,752,2
1194,33,Harness,1,2019-03-10T00:26:00Z,1760,Dirt,Goldberg,8755,3,C,150,10,NA,4,14085,3923,2053,3
1194,33,Harness,1,2019-03-10T00:26:00Z,1760,Dirt,American World,694,4,H,NA,1,NA,3.5,10516,3237,1500,NA
1194,33,Harness,1,2019-03-10T00:26:00Z,1760,Dirt,Keystone Maxim,11937,3,G,160,2,NA,15,391,126,111,NA
1194,33,Harness,1,2019-03-10T00:26:00Z,1760,Dirt,Onemilebridge,16653,3,G,170,3,NA,10,444,168,148,NA
1194,33,Harness,1,2019-03-10T00:26:00Z,1760,Dirt,Jo Pa's Sweet Lou,11484,3,C,150,4,NA,12,3054,812,501,NA
1194,33,Harness,1,2019-03-10T00:26:00Z,1760,Dirt,To The Max,23862,3,G,160,5,L1,15,2002,643,381,NA
1194,33,Harness,1,2019-03-10T00:26:00Z,1760,Dirt,Papa Blue Chip,17088,4,H,155,6,NA,10,1294,632,446,NA
1194,33,Harness,1,2019-03-10T00:26:00Z,1760,Dirt,Cortez The Killer,4670,4,G,200,7,L,15,401,225,137,NA
1195,33,Harness,2,2019-03-10T00:49:00Z,1760,Dirt,Rebel Rouser,18664,5,G,150,7,NA,1.8,22172,3786,2229,1
1195,33,Harness,2,2019-03-10T00:49:00Z,1760,Dirt,Art Dancer,1081,4,G,NA,4,NA,3.5,11406,3425,1818,2
1195,33,Harness,2,2019-03-10T00:49:00Z,1760,Dirt,Annihilation,845,4,G,160,5,L,5,4799,1540,1225,3
1195,33,Harness,2,2019-03-10T00:49:00Z,1760,Dirt,Fox Valley Hijinx,8004,4,G,150,1,L,10,538,228,198,NA
1195,33,Harness,2,2019-03-10T00:49:00Z,1760,Dirt,Alta Shelby N,524,5,H,150,2,L,8,3152,1366,687,NA
1195,33,Harness,2,2019-03-10T00:49:00Z,1760,Dirt,Bet On Success,2012,5,G,200,3,L,8,755,313,256,NA
1195,33,Harness,2,2019-03-10T00:49:00Z,1760,Dirt,G W T,9278,4,G,150,6,L,6,1379,633,389,NA
1195,33,Harness,2,2019-03-10T00:49:00Z,1760,Dirt,Life Happened,12897,4,G,160,8,L,20,595,266,247,NA
1196,33,Harness,3,2019-03-10T01:12:00Z,1760,Dirt,Fordham Sixty Two,7888,4,H,150,5,L1,3,17556,5340,2885,1
1196,33,Harness,3,2019-03-10T01:12:00Z,1760,Dirt,Mr Heaven,15426,5,G,175,10,L,15,982,341,224,2
1196,33,Harness,3,2019-03-10T01:12:00Z,1760,Dirt,Dowahs Boy,6084,4,G,160,1,L,12,528,224,297,3
1196,33,Harness,3,2019-03-10T01:12:00Z,1760,Dirt,Better Bangbang,2015,4,G,160,2,L,6,5157,1851,1298,NA
1196,33,Harness,3,2019-03-10T01:12:00Z,1760,Dirt,Bet The Dragon,2028,5,G,170,3,L,3.5,2511,860,615,NA
1196,33,Harness,3,2019-03-10T01:12:00Z,1760,Dirt,In Rock We Trust,10672,5,G,180,4,NA,8,1852,726,438,NA
1196,33,Harness,3,2019-03-10T01:12:00Z,1760,Dirt,Dancing Rusty,5155,11,G,150,6,L,10,3084,1089,659,NA
1196,33,Harness,3,2019-03-10T01:12:00Z,1760,Dirt,Byby Landon,3101,7,G,160,7,L,10,1572,472,251,NA
1196,33,Harness,3,2019-03-10T01:12:00Z,1760,Dirt,Mr Profeta,15475,4,H,NA,8,L2,4.5,3986,1194,705,NA
1196,33,Harness,3,2019-03-10T01:12:00Z,1760,Dirt,Bank Sea,1581,6,G,150,9,NA,15,819,232,137,NA
1197,33,Harness,4,2019-03-10T01:34:00Z,1760,Dirt,Incredible Shark,10568,5,G,155,10,L,3,13316,4001,1510,1
1197,33,Harness,4,2019-03-10T01:34:00Z,1760,Dirt,Big Stretch Mark,2208,6,G,165,7,L,10,2368,977,669,2
1197,33,Harness,4,2019-03-10T01:34:00Z,1760,Dirt,Awesomeness,1364,6,G,160,6,L,4.5,10944,3965,1705,3
1197,33,Harness,4,2019-03-10T01:34:00Z,1760,Dirt,Century Churchill,3783,6,G,160,1,L,10,7603,3266,1445,NA
1197,33,Harness,4,2019-03-10T01:34:00Z,1760,Dirt,Frankie Boy,8034,7,G,NA,2,NA,15,1002,337,306,NA
1197,33,Harness,4,2019-03-10T01:34:00Z,1760,Dirt,He Can Fly N,9563,7,G,200,3,L,10,737,439,233,NA
1197,33,Harness,4,2019-03-10T01:34:00Z,1760,Dirt,Grave Dancer,9114,6,G,150,4,NA,12,691,239,174,NA
1197,33,Harness,4,2019-03-10T01:34:00Z,1760,Dirt,Smileandsaycheese,21201,5,G,160,5,L,8,8787,3448,1571,NA
1197,33,Harness,4,2019-03-10T01:34:00Z,1760,Dirt,Tj Blast,23678,6,G,160,8,L,3.5,3787,1234,699,NA
1197,33,Harness,4,2019-03-10T01:34:00Z,1760,Dirt,Border Control A,2635,10,G,150,9,L,6,1474,552,332,NA
1198,33,Harness,5,2019-03-10T01:58:00Z,1760,Dirt,Let's Foal Around,12831,8,G,150,4,L,15,1183,524,341,1
1198,33,Harness,5,2019-03-10T01:58:00Z,1760,Dirt,Sports Vision,21740,7,G,170,2,L,10,2375,841,423,2
1198,33,Harness,5,2019-03-10T01:58:00Z,1760,Dirt,Ideal Son,10324,6,G,160,6,L,5,7418,2645,1204,3
1198,33,Harness,5,2019-03-10T01:58:00Z,1760,Dirt,Record Machine,18678,4,G,160,1,L,15,946,285,235,NA
1198,33,Harness,5,2019-03-10T01:58:00Z,1760,Dirt,Cc Big Boy Sam,3697,9,G,200,3,L,8,1743,604,426,NA
1198,33,Harness,5,2019-03-10T01:58:00Z,1760,Dirt,Four Staces,7982,8,G,NA,5,L,3.5,18670,6133,2744,NA
1198,33,Harness,5,2019-03-10T01:58:00Z,1760,Dirt,Bb's Harley,1715,7,G,155,7,L,15,1658,523,346,NA
1198,33,Harness,5,2019-03-10T01:58:00Z,1760,Dirt,Spaghetti Eddie,21570,8,G,150,8,L,3,13914,4078,2205,NA
1198,33,Harness,5,2019-03-10T01:58:00Z,1760,Dirt,Allstar Energy,451,7,G,150,9,L,10,822,318,213,NA
1198,33,Harness,5,2019-03-10T01:58:00Z,1760,Dirt,Itsnoproblemman,10909,6,G,160,10,L,4.5,3656,1845,878,NA
1199,33,Harness,6,2019-03-10T02:20:00Z,1760,Dirt,Solo Story,21353,6,G,NA,4,L,4,5335,1842,926,1
1199,33,Harness,6,2019-03-10T02:20:00Z,1760,Dirt,Jk Parlay,11356,5,G,160,3,L,10,4335,1189,711,2
1199,33,Harness,6,2019-03-10T02:20:00Z,1760,Dirt,Mr Carrotts,15381,7,G,150,7,L,8,7089,2096,906,3
1199,33,Harness,6,2019-03-10T02:20:00Z,1760,Dirt,Griffon Hanover,9197,6,G,150,1,L,3,17584,4236,2097,NA
1199,33,Harness,6,2019-03-10T02:20:00Z,1760,Dirt,Mcerlean,14354,10,H,160,2,L,3.5,5118,1483,1096,NA
1199,33,Harness,6,2019-03-10T02:20:00Z,1760,Dirt,Quality Closer,18265,7,G,160,5,L,5,4699,1654,941,NA
1199,33,Harness,6,2019-03-10T02:20:00Z,1760,Dirt,Johnny Q,11437,7,G,200,6,L,15,855,369,220,NA
1199,33,Harness,6,2019-03-10T02:20:00Z,1760,Dirt,Valrhona,24581,5,G,160,8,L,15,656,236,169,NA
1199,33,Harness,6,2019-03-10T02:20:00Z,1760,Dirt,Rock Star,19288,9,G,150,9,L,12,1530,554,304,NA
1199,33,Harness,6,2019-03-10T02:20:00Z,1760,Dirt,Sportsmanship,21732,7,G,155,10,L,15,948,362,228,NA
1200,33,Harness,7,2019-03-10T02:40:00Z,1760,Dirt,Beckhams Z Tam,1815,5,H,155,9,L,3.5,23799,5303,2297,1
1200,33,Harness,7,2019-03-10T02:40:00Z,1760,Dirt,Rodeo Romeo,19320,7,H,NA,7,L,5,3295,1114,649,2
1200,33,Harness,7,2019-03-10T02:40:00Z,1760,Dirt,K Ryan Bluechip,12275,7,G,160,5,L,3,8276,2516,1311,3
1200,33,Harness,7,2019-03-10T02:40:00Z,1760,Dirt,Take It Back Terry,22747,10,G,150,1,L,12,1033,552,329,NA
1200,33,Harness,7,2019-03-10T02:40:00Z,1760,Dirt,Mindtrip,14735,6,G,160,2,L,4,9224,2903,1581,NA
1200,33,Harness,7,2019-03-10T02:40:00Z,1760,Dirt,Hudson Phil,10164,4,H,150,3,L1,15,922,456,423,NA
1200,33,Harness,7,2019-03-10T02:40:00Z,1760,Dirt,Tuxedo Bay,24192,5,G,150,4,L,8,2917,957,480,NA
1200,33,Harness,7,2019-03-10T02:40:00Z,1760,Dirt,Mac's Jackpot,13740,5,G,150,6,L,10,1349,389,241,NA
1200,33,Harness,7,2019-03-10T02:40:00Z,1760,Dirt,Photobombr Hanover,17491,5,H,160,8,L,10,483,238,162,NA
1201,33,Harness,8,2019-03-10T03:12:00Z,1760,Dirt,Sams Triple Crown,19856,5,G,150,2,L,15,1790,740,461,1
1201,33,Harness,8,2019-03-10T03:12:00Z,1760,Dirt,Rough Odds,19477,5,G,160,9,NA,10,1273,543,314,2
1201,33,Harness,8,2019-03-10T03:12:00Z,1760,Dirt,Dubious Claim,6281,5,G,160,1,L,5,9484,3091,1481,3
1201,33,Harness,8,2019-03-10T03:12:00Z,1760,Dirt,Somebaddude,21361,4,G,150,3,L,3,16703,3409,1471,NA
1201,33,Harness,8,2019-03-10T03:12:00Z,1760,Dirt,No Easy Day,16184,4,G,160,4,NA,15,776,343,255,NA
1201,33,Harness,8,2019-03-10T03:12:00Z,1760,Dirt,Billy Badger N,2235,6,G,NA,6,L2,4,17908,4884,2133,NA
1201,33,Harness,8,2019-03-10T03:12:00Z,1760,Dirt,Avatar J,1319,5,H,150,7,L,12,2019,912,749,NA
1201,33,Harness,8,2019-03-10T03:12:00Z,1760,Dirt,Odds On Lauderdale,16450,4,H,160,8,L,3.5,3335,1307,681,NA
1201,33,Harness,8,2019-03-10T03:12:00Z,1760,Dirt,Lyons Steel,13649,4,G,150,10,NA,8,3588,1348,500,NA
1202,33,Harness,9,2019-03-10T03:31:00Z,1760,Dirt,Soho Wallstreet A,21318,7,G,155,3,L,3.5,10594,3361,1745,1
1202,33,Harness,9,2019-03-10T03:31:00Z,1760,Dirt,Ocean Colony,16425,5,G,160,8,L,5,5043,1679,1150,2
1202,33,Harness,9,2019-03-10T03:31:00Z,1760,Dirt,Dash Of Danger,5296,6,G,150,5,L,15,2340,1128,752,3
1202,33,Harness,9,2019-03-10T03:31:00Z,1760,Dirt,Clouseau Hanover,4340,5,G,150,2,L,4.5,21314,6973,3016,NA
1202,33,Harness,9,2019-03-10T03:31:00Z,1760,Dirt,Frankandjoanne,8031,8,G,155,4,L,15,367,182,169,NA
1202,33,Harness,9,2019-03-10T03:31:00Z,1760,Dirt,Thereisapaceforus,23340,8,G,150,6,L,15,787,385,257,NA
1202,33,Harness,9,2019-03-10T03:31:00Z,1760,Dirt,Backstreet Lawyer,1447,4,G,NA,7,L,15,523,281,249,NA
1202,33,Harness,9,2019-03-10T03:31:00Z,1760,Dirt,On Cruise Control,16616,5,G,150,9,L,12,944,465,207,NA
1202,33,Harness,9,2019-03-10T03:31:00Z,1760,Dirt,Bell I No,1918,7,G,160,10,NA,6,5697,2145,918,NA
1203,33,Harness,10,2019-03-10T03:52:00Z,1760,Dirt,New Talent,16037,6,G,155,10,NA,3,16655,3459,1840,1
1203,33,Harness,10,2019-03-10T03:52:00Z,1760,Dirt,Bushwacker,3067,8,G,160,6,L,3.5,3960,1344,722,2
1203,33,Harness,10,2019-03-10T03:52:00Z,1760,Dirt,Ever Again,7009,6,G,160,1,L,4.5,3563,1364,917,3
1203,33,Harness,10,2019-03-10T03:52:00Z,1760,Dirt,City Hall,4217,9,G,150,2,L,15,1838,747,299,NA
1203,33,Harness,10,2019-03-10T03:52:00Z,1760,Dirt,Winning Linc,25499,6,G,160,4,L,10,1603,460,238,NA
1203,33,Harness,10,2019-03-10T03:52:00Z,1760,Dirt,Starznheaven,21919,7,H,150,5,L,5,8280,2834,778,NA
1203,33,Harness,10,2019-03-10T03:52:00Z,1760,Dirt,Rootin Tootin,19411,4,H,150,7,NA,6,2294,899,527,NA
1203,33,Harness,10,2019-03-10T03:52:00Z,1760,Dirt,Americanprimetime,676,7,H,160,8,L,10,1041,369,214,NA
1203,33,Harness,10,2019-03-10T03:52:00Z,1760,Dirt,Mariner Seelster,14138,10,G,150,9,L,15,546,260,192,NA
1204,33,Harness,11,2019-03-10T04:15:00Z,1760,Dirt,Gillys Boy,8556,5,G,150,8,NA,6,9404,2431,1100,1
1204,33,Harness,11,2019-03-10T04:15:00Z,1760,Dirt,Bruce's Magic,2926,7,G,160,6,L,4.5,4859,1538,1012,2
1204,33,Harness,11,2019-03-10T04:15:00Z,1760,Dirt,Avatartist,1321,9,G,200,9,L,8,800,325,210,3
1204,33,Harness,11,2019-03-10T04:15:00Z,1760,Dirt,Twomacsoneshadow,24261,5,G,160,1,L,10,1755,658,317,NA
1204,33,Harness,11,2019-03-10T04:15:00Z,1760,Dirt,Dull Roar,6322,9,G,160,2,L,8,10131,3677,1907,NA
1204,33,Harness,11,2019-03-10T04:15:00Z,1760,Dirt,Terror Of The Nite,23089,8,G,150,3,L,15,1278,414,335,NA
1204,33,Harness,11,2019-03-10T04:15:00Z,1760,Dirt,Yupper,25808,4,G,160,4,NA,15,2292,685,352,NA
1204,33,Harness,11,2019-03-10T04:15:00Z,1760,Dirt,Jk Will Power,11364,6,G,150,5,L,3,8607,2483,1628,NA
1204,33,Harness,11,2019-03-10T04:15:00Z,1760,Dirt,Tact Tate N,22706,8,G,NA,7,L,3.5,4248,952,666,NA
1204,33,Harness,11,2019-03-10T04:15:00Z,1760,Dirt,All It Takes,430,5,G,155,10,L,15,708,245,159,NA
1205,33,Harness,12,2019-03-10T04:32:00Z,1760,Dirt,Stonedust,22079,5,G,155,8,L,2,14793,5132,2324,1
1205,33,Harness,12,2019-03-10T04:32:00Z,1760,Dirt,Heavenly Sound,9550,4,H,155,10,L,15,5486,1859,954,2
1205,33,Harness,12,2019-03-10T04:32:00Z,1760,Dirt,Late Night Joke,12639,9,G,150,2,L,6,2525,933,476,3
1205,33,Harness,12,2019-03-10T04:32:00Z,1760,Dirt,Rockinwiththebest,19230,6,G,170,1,L,5,2205,957,659,NA
1205,33,Harness,12,2019-03-10T04:32:00Z,1760,Dirt,Ville Valo,24767,6,G,160,3,L,4,1784,574,490,NA
1205,33,Harness,12,2019-03-10T04:32:00Z,1760,Dirt,Willie Boots,25421,11,G,200,4,L,10,1381,557,364,NA
1205,33,Harness,12,2019-03-10T04:32:00Z,1760,Dirt,All About Rusty,380,10,G,150,5,L,12,312,173,154,NA
1205,33,Harness,12,2019-03-10T04:32:00Z,1760,Dirt,Santiago Style,19918,6,G,160,6,L,15,922,288,169,NA
1205,33,Harness,12,2019-03-10T04:32:00Z,1760,Dirt,Sword Ofthe Spirit,22675,8,G,NA,7,NA,10,510,262,127,NA
1205,33,Harness,12,2019-03-10T04:32:00Z,1760,Dirt,Pembroke Joey,17316,5,G,150,9,L,12,373,208,148,NA
1206,33,Harness,13,2019-03-10T04:50:00Z,1760,Dirt,So Take That,21465,10,G,160,5,L,15,1264,523,215,1
1206,33,Harness,13,2019-03-10T04:50:00Z,1760,Dirt,More Dragon,15249,6,G,175,3,NA,6,5129,1723,809,2
1206,33,Harness,13,2019-03-10T04:50:00Z,1760,Dirt,Letjimmytakeover,12820,4,H,NA,10,NA,4.5,8446,2592,1207,3
1206,33,Harness,13,2019-03-10T04:50:00Z,1760,Dirt,Bud Bay,2983,5,G,150,1,L,3.5,2179,780,515,NA
1206,33,Harness,13,2019-03-10T04:50:00Z,1760,Dirt,Jacksrluckytoo,10990,7,G,150,2,L,3,7478,2325,1130,NA
1206,33,Harness,13,2019-03-10T04:50:00Z,1760,Dirt,Quality Bud,18264,6,G,160,4,L,8,2021,806,438,NA
1206,33,Harness,13,2019-03-10T04:50:00Z,1760,Dirt,Nameisonthehalter,15865,5,G,150,6,L,15,257,137,118,NA
1206,33,Harness,13,2019-03-10T04:50:00Z,1760,Dirt,Heartland Revenue,9529,5,G,160,7,L,15,727,209,135,NA
1206,33,Harness,13,2019-03-10T04:50:00Z,1760,Dirt,Legion Of Boom,12770,7,G,170,8,L,12,1453,378,217,NA
1207,34,Harness,1,2019-03-09T23:07:00Z,1760,Dirt,Danger Strike,5182,5,M,175,1,NA,1.4,3997,1710,1120,1
1207,34,Harness,1,2019-03-09T23:07:00Z,1760,Dirt,Mad Maude,13783,4,M,170,3,NA,3,743,343,176,2
1207,34,Harness,1,2019-03-09T23:07:00Z,1760,Dirt,Bankin' On You,1576,4,M,195,7,NA,10,177,71,49,3
1207,34,Harness,1,2019-03-09T23:07:00Z,1760,Dirt,Walela,24929,5,M,165,2,L,12,111,62,52,NA
1207,34,Harness,1,2019-03-09T23:07:00Z,1760,Dirt,Ballerina Rosa,1524,5,M,165,4,NA,7,121,51,66,NA
1207,34,Harness,1,2019-03-09T23:07:00Z,1760,Dirt,Western Legs,25152,5,M,160,5,L,25,91,32,35,NA
1207,34,Harness,1,2019-03-09T23:07:00Z,1760,Dirt,Rock A Hula Baby,19163,4,M,185,6,L,4.5,384,257,98,NA
1207,34,Harness,1,2019-03-09T23:07:00Z,1760,Dirt,Power Of Grace,17841,5,M,145,8,L,25,110,52,57,NA
1208,34,Harness,2,2019-03-09T23:27:00Z,1760,Dirt,Yankee Moonshine,25698,6,M,170,2,L,1.6,4075,1545,725,1
1208,34,Harness,2,2019-03-09T23:27:00Z,1760,Dirt,Official Treasure,16478,6,M,160,7,L,4,972,437,145,2
1208,34,Harness,2,2019-03-09T23:27:00Z,1760,Dirt,Rockin Kasbah,19201,5,M,185,3,L,2.5,2072,990,488,3
1208,34,Harness,2,2019-03-09T23:27:00Z,1760,Dirt,Storyboard,22142,6,M,175,1,L,6,296,164,165,NA
1208,34,Harness,2,2019-03-09T23:27:00Z,1760,Dirt,Dixie Lullaby,5839,6,M,195,4,L,8,336,219,130,NA
1208,34,Harness,2,2019-03-09T23:27:00Z,1760,Dirt,Opaline Blue Chip,16743,5,M,155,5,L,25,91,53,34,NA
1208,34,Harness,2,2019-03-09T23:27:00Z,1760,Dirt,Prairie Cowgirl,17859,5,M,200,6,L,25,245,174,71,NA
1208,34,Harness,2,2019-03-09T23:27:00Z,1760,Dirt,Blissfulla Cin,2376,7,M,190,8,L,25,66,28,36,NA
1209,34,Harness,3,2019-03-09T23:47:00Z,1760,Dirt,Three Secrets,23466,5,M,200,5,L,1.5,4662,1419,560,1
1209,34,Harness,3,2019-03-09T23:47:00Z,1760,Dirt,Emma Ivy,6774,5,M,160,2,L,15,189,85,94,2
1209,34,Harness,3,2019-03-09T23:47:00Z,1760,Dirt,Ruler's Best,19621,11,M,195,6,L,20,105,48,46,3
1209,34,Harness,3,2019-03-09T23:47:00Z,1760,Dirt,A Million Thanks,715,10,M,160,1,L,10,258,84,96,NA
1209,34,Harness,3,2019-03-09T23:47:00Z,1760,Dirt,Nirvana Gear,16130,8,M,165,3,NA,15,64,26,43,NA
1209,34,Harness,3,2019-03-09T23:47:00Z,1760,Dirt,Nothing To Wear,16320,10,M,185,4,L,20,138,83,48,NA
1209,34,Harness,3,2019-03-09T23:47:00Z,1760,Dirt,It's Just A Dream,10899,6,M,185,7,L,4,1328,574,208,NA
1209,34,Harness,3,2019-03-09T23:47:00Z,1760,Dirt,Addie Pie,130,8,M,195,8,NA,20,64,30,26,NA
1209,34,Harness,3,2019-03-09T23:47:00Z,1760,Dirt,Bellas Quik,1898,8,M,170,9,L,3.5,1369,660,366,NA
1210,34,Harness,4,2019-03-10T00:08:00Z,1760,Dirt,May West,14332,4,M,145,1,L,6,697,242,181,1
1210,34,Harness,4,2019-03-10T00:08:00Z,1760,Dirt,O You Shady Thing,16979,10,M,185,6,L,2.5,4335,1286,480,2
1210,34,Harness,4,2019-03-10T00:08:00Z,1760,Dirt,Dazzlin Dragon,5343,4,M,200,3,NA,3.5,808,385,255,3
1210,34,Harness,4,2019-03-10T00:08:00Z,1760,Dirt,Medoland Pearl,14429,6,M,185,2,L,15,349,159,140,NA
1210,34,Harness,4,2019-03-10T00:08:00Z,1760,Dirt,Out Did Myself,16890,6,M,160,4,L,15,197,124,91,NA
1210,34,Harness,4,2019-03-10T00:08:00Z,1760,Dirt,Bar B Cute,1600,4,M,165,5,L,2,1045,488,242,NA
1210,34,Harness,4,2019-03-10T00:08:00Z,1760,Dirt,Aholelottarockin,229,3,F,195,7,NA,20,142,62,64,NA
1210,34,Harness,4,2019-03-10T00:08:00Z,1760,Dirt,Not That Sister,16341,4,M,165,8,L,20,220,67,41,NA
1211,34,Harness,5,2019-03-10T00:32:00Z,1760,Dirt,Spanish Dream,21576,5,M,200,1,L,1.6,4078,1350,607,1
1211,34,Harness,5,2019-03-10T00:32:00Z,1760,Dirt,Champagne Shower,3821,8,M,185,6,L,2.5,3275,1250,443,2
1211,34,Harness,5,2019-03-10T00:32:00Z,1760,Dirt,Ann Hill,840,5,M,165,5,L,7,131,82,69,3
1211,34,Harness,5,2019-03-10T00:32:00Z,1760,Dirt,In The Shadows,10727,7,M,170,2,L,3.5,826,375,234,NA
1211,34,Harness,5,2019-03-10T00:32:00Z,1760,Dirt,Power Everywhere,17829,10,M,195,3,L,20,314,98,59,NA
1211,34,Harness,5,2019-03-10T00:32:00Z,1760,Dirt,Good Lookin Woman,8876,4,M,165,4,NA,8,362,183,121,NA
1211,34,Harness,5,2019-03-10T00:32:00Z,1760,Dirt,Myeyesadoreya N,15699,7,M,160,7,L,25,58,46,32,NA
1211,34,Harness,5,2019-03-10T00:32:00Z,1760,Dirt,Good Roberta,8886,7,M,175,8,L,25,112,76,60,NA
