EventId,TrackId,Type,RaceNum,CorrectedPostTime,Yards,SurfaceText,HorseName,HorseId,Age,Sex,Weight_lbs,PostPosition,Medication,MorningLine,WN_pool,PL_pool,SH_pool,Finish
1,2,Thoroughbred,1,2019-03-05T02:30:00Z,2420,Turf,Sesto Elemento,20341,13,M,124,3,NA,25,83,55,41,1
1,2,Thoroughbred,1,2019-03-05T02:30:00Z,2420,Turf,Carberry Hill,3438,15,G,128,4,NA,50,59,45,13,2
1,2,Thoroughbred,1,2019-03-05T02:30:00Z,2420,Turf,Anna Mae,829,15,F,123,9,NA,18,430,190,87,3
1,2,Thoroughbred,1,2019-03-05T02:30:00Z,2420,Turf,Red Moon Miss,18719,14,M,124,1,NA,13,95,58,21,NA
1,2,Thoroughbred,1,2019-03-05T02:30:00Z,2420,Turf,Cool Dude,4590,14,G,129,2,NA,3,648,320,156,NA
1,2,Thoroughbred,1,2019-03-05T02:30:00Z,2420,Turf,On Our Honour,16708,15,F,123,5,NA,2.25,1455,585,302,NA
1,2,Thoroughbred,1,2019-03-05T02:30:00Z,2420,Turf,Gilded Prince,8552,15,G,128,6,NA,50,48,32,23,NA
1,2,Thoroughbred,1,2019-03-05T02:30:00Z,2420,Turf,Danubian,5203,14,M,124,7,NA,20,173,84,37,NA
1,2,Thoroughbred,1,2019-03-05T02:30:00Z,2420,Turf,Like You Look,12929,12,G,129,8,NA,4,247,127,80,NA
2,2,Thoroughbred,2,2019-03-05T03:00:00Z,1210,Turf,Invincible Lotus,10760,16,F,125,2,NA,4.5,1227,317,190,1
2,2,Thoroughbred,2,2019-03-05T03:00:00Z,1210,Turf,Faith And Love,7177,16,F,125,8,NA,20,195,110,70,2
2,2,Thoroughbred,2,2019-03-05T03:00:00Z,1210,Turf,Walk Free,24934,16,F,125,16,NA,33,90,44,33,3
2,2,Thoroughbred,2,2019-03-05T03:00:00Z,1210,Turf,Riverina Demand,19084,16,F,125,3,NA,18,123,74,58,NA
2,2,Thoroughbred,2,2019-03-05T03:00:00Z,1210,Turf,Seemingly Discreet,20239,16,F,125,6,NA,20,178,77,51,NA
2,2,Thoroughbred,2,2019-03-05T03:00:00Z,1210,Turf,Norma Stars,16241,16,F,125,7,NA,25,97,35,29,NA
2,2,Thoroughbred,2,2019-03-05T03:00:00Z,1210,Turf,Swan Island,22549,16,F,125,9,NA,5,536,214,147,NA
2,2,Thoroughbred,2,2019-03-05T03:00:00Z,1210,Turf,Bronski Girl,2885,16,F,125,13,NA,7.5,514,199,100,NA
2,2,Thoroughbred,2,2019-03-05T03:00:00Z,1210,Turf,Caramel Popcorn,3437,16,F,125,14,NA,25,284,117,60,NA
3,2,Thoroughbred,3,2019-03-05T03:30:00Z,1430,Turf,Everywhere Mann,7023,14,G,129,9,NA,3.5,994,115,586,1
3,2,Thoroughbred,3,2019-03-05T03:30:00Z,1430,Turf,Sinnamon Lane,20960,14,M,124,3,NA,80,141,17,42,2
3,2,Thoroughbred,3,2019-03-05T03:30:00Z,1430,Turf,Mister Hay Zee,14995,14,G,129,2,NA,5,523,111,170,3
3,2,Thoroughbred,3,2019-03-05T03:30:00Z,1430,Turf,Don't Test Me,6010,11,G,129,1,NA,6,149,38,46,NA
3,2,Thoroughbred,3,2019-03-05T03:30:00Z,1430,Turf,Spinrich,21685,13,G,129,4,NA,80,52,14,16,NA
3,2,Thoroughbred,3,2019-03-05T03:30:00Z,1430,Turf,No Effort,16185,14,M,124,5,NA,5,718,104,165,NA
3,2,Thoroughbred,3,2019-03-05T03:30:00Z,1430,Turf,Love Delight,13378,14,M,124,6,NA,20,64,20,21,NA
3,2,Thoroughbred,3,2019-03-05T03:30:00Z,1430,Turf,Lord Harry,13306,14,G,129,7,NA,18,55,16,21,NA
3,2,Thoroughbred,3,2019-03-05T03:30:00Z,1430,Turf,Nazare,15937,14,G,129,8,NA,25,50,12,20,NA
3,2,Thoroughbred,3,2019-03-05T03:30:00Z,1430,Turf,Exelant Mosh,7053,14,M,124,10,NA,10,238,38,62,NA
4,2,Thoroughbred,4,2019-03-05T04:00:00Z,1430,Turf,First Tier,7625,15,F,125,7,NA,5.5,1958,463,227,1
4,2,Thoroughbred,4,2019-03-05T04:00:00Z,1430,Turf,Sigrid The Haughty,20817,15,F,125,8,NA,20,94,25,16,2
4,2,Thoroughbred,4,2019-03-05T04:00:00Z,1430,Turf,Ametrine,705,15,F,125,11,NA,5.5,738,148,85,3
4,2,Thoroughbred,4,2019-03-05T04:00:00Z,1430,Turf,Lady Cellarbration,12371,15,F,125,1,NA,80,60,13,13,NA
4,2,Thoroughbred,4,2019-03-05T04:00:00Z,1430,Turf,Miss Matriarch,14899,15,F,125,2,NA,6.5,190,71,45,NA
4,2,Thoroughbred,4,2019-03-05T04:00:00Z,1430,Turf,Queen's Authority,18313,15,F,125,4,NA,4.5,913,261,93,NA
4,2,Thoroughbred,4,2019-03-05T04:00:00Z,1430,Turf,Alinka,357,15,F,125,5,NA,14,267,72,42,NA
4,2,Thoroughbred,4,2019-03-05T04:00:00Z,1430,Turf,Dharma,5646,15,F,125,6,NA,8.5,269,75,64,NA
4,2,Thoroughbred,4,2019-03-05T04:00:00Z,1430,Turf,Vesnina,24692,15,F,125,9,NA,25,60,25,17,NA
4,2,Thoroughbred,4,2019-03-05T04:00:00Z,1430,Turf,Multimilly,15580,15,F,125,10,NA,80,109,29,22,NA
4,2,Thoroughbred,4,2019-03-05T04:00:00Z,1430,Turf,Elegant Tycoon,6610,15,F,125,13,NA,7.5,757,204,131,NA
5,2,Thoroughbred,5,2019-03-05T04:30:00Z,2420,Turf,Madam Stowell,13756,13,M,127,11,NA,14,1411,239,145,1
5,2,Thoroughbred,5,2019-03-05T04:30:00Z,2420,Turf,Out Of Kilter,16917,14,G,131,9,NA,14,494,95,48,2
5,2,Thoroughbred,5,2019-03-05T04:30:00Z,2420,Turf,Newbury,16014,12,G,130,4,NA,14,461,91,45,3
5,2,Thoroughbred,5,2019-03-05T04:30:00Z,2420,Turf,Assertive Star,1196,12,G,128,2,NA,5.5,729,132,72,NA
5,2,Thoroughbred,5,2019-03-05T04:30:00Z,2420,Turf,Inala Max,10547,13,G,134,3,NA,25,314,68,37,NA
5,2,Thoroughbred,5,2019-03-05T04:30:00Z,2420,Turf,Testa Life,23101,13,M,125,5,NA,7.5,756,166,109,NA
5,2,Thoroughbred,5,2019-03-05T04:30:00Z,2420,Turf,Pentomatic,17340,9,G,122,6,NA,80,46,20,12,NA
5,2,Thoroughbred,5,2019-03-05T04:30:00Z,2420,Turf,Transcript,23943,11,G,128,10,NA,50,45,14,9,NA
5,2,Thoroughbred,5,2019-03-05T04:30:00Z,2420,Turf,Set With Jewels,20348,14,M,128,12,NA,18,337,77,39,NA
5,2,Thoroughbred,5,2019-03-05T04:30:00Z,2420,Turf,My Shu Mai,15790,14,M,129,14,NA,5,1541,355,315,NA
5,2,Thoroughbred,5,2019-03-05T04:30:00Z,2420,Turf,Zataglio,25847,9,G,130,15,NA,33,573,39,140,NA
6,2,Thoroughbred,6,2019-03-05T05:00:00Z,1760,Turf,Firstclass Dreamer,7591,15,G,124,1,NA,6.5,738,338,109,1
6,2,Thoroughbred,6,2019-03-05T05:00:00Z,1760,Turf,Tatunka,22899,15,G,129,9,NA,13,854,299,117,2
6,2,Thoroughbred,6,2019-03-05T05:00:00Z,1760,Turf,Mighty Quinn,14666,14,G,128,2,NA,20,562,232,157,3
6,2,Thoroughbred,6,2019-03-05T05:00:00Z,1760,Turf,Lakeside Oval,12502,14,G,132,3,NA,3,1654,599,256,NA
6,2,Thoroughbred,6,2019-03-05T05:00:00Z,1760,Turf,Annanicolesnitz,831,14,M,128,4,NA,8,161,78,47,NA
6,2,Thoroughbred,6,2019-03-05T05:00:00Z,1760,Turf,Duke Of Castille,6307,14,G,129,5,NA,12,88,47,22,NA
6,2,Thoroughbred,6,2019-03-05T05:00:00Z,1760,Turf,Red Spyder,18749,10,G,138,6,NA,40,240,61,33,NA
6,2,Thoroughbred,6,2019-03-05T05:00:00Z,1760,Turf,Zesto,25879,15,G,129,7,NA,5.5,268,130,77,NA
6,2,Thoroughbred,6,2019-03-05T05:00:00Z,1760,Turf,Cosmic City,4678,15,G,129,8,NA,40,208,85,37,NA
7,2,Thoroughbred,7,2019-03-05T05:30:00Z,1540,Turf,Mary's Pride,14211,13,M,130,2,NA,4.5,264,130,38,1
7,2,Thoroughbred,7,2019-03-05T05:30:00Z,1540,Turf,Pure Rebel,18212,13,G,132,1,NA,50,131,48,25,2
7,2,Thoroughbred,7,2019-03-05T05:30:00Z,1540,Turf,Another Jug,860,10,G,128,13,NA,33,53,19,13,3
7,2,Thoroughbred,7,2019-03-05T05:30:00Z,1540,Turf,Off Shores Pearl,16481,13,M,128,3,NA,50,49,19,11,NA
7,2,Thoroughbred,7,2019-03-05T05:30:00Z,1540,Turf,Coaches Award,4357,14,G,132,4,NA,80,28,10,6,NA
7,2,Thoroughbred,7,2019-03-05T05:30:00Z,1540,Turf,Squeezable,21783,15,F,130,5,NA,2.5,135,99,42,NA
7,2,Thoroughbred,7,2019-03-05T05:30:00Z,1540,Turf,Freedoms,8075,12,G,134,6,NA,20,103,45,34,NA
7,2,Thoroughbred,7,2019-03-05T05:30:00Z,1540,Turf,Tycoon Bill,24281,13,G,119,7,NA,50,49,15,12,NA
7,2,Thoroughbred,7,2019-03-05T05:30:00Z,1540,Turf,Star Creation,21843,14,M,130,9,NA,20,83,36,17,NA
7,2,Thoroughbred,7,2019-03-05T05:30:00Z,1540,Turf,Hail The Hero,9294,13,G,133,10,NA,8,96,19,15,NA
7,2,Thoroughbred,7,2019-03-05T05:30:00Z,1540,Turf,Kaptive Hero,11779,13,G,133,11,NA,5.5,171,52,32,NA
7,2,Thoroughbred,7,2019-03-05T05:30:00Z,1540,Turf,Count Nicconi,4705,14,G,131,12,NA,50,39,14,10,NA
8,2,Thoroughbred,8,2019-03-05T06:02:00Z,1100,Turf,Divine Mr Tycoon,5814,15,G,130,2,NA,4.5,666,211,155,1
8,2,Thoroughbred,8,2019-03-05T06:02:00Z,1100,Turf,Morrissy,15293,15,C,130,5,NA,5.5,1294,372,234,2
8,2,Thoroughbred,8,2019-03-05T06:02:00Z,1100,Turf,The Mayor,23302,14,G,131,9,NA,25,176,65,40,3
8,2,Thoroughbred,8,2019-03-05T06:02:00Z,1100,Turf,Sir Poitier,20997,14,G,130,1,NA,6.5,224,113,47,NA
8,2,Thoroughbred,8,2019-03-05T06:02:00Z,1100,Turf,Hard Up,9426,13,G,133,3,NA,18,250,92,66,NA
8,2,Thoroughbred,8,2019-03-05T06:02:00Z,1100,Turf,Atlantic Rose,1231,15,F,124,4,NA,10,260,99,95,NA
8,2,Thoroughbred,8,2019-03-05T06:02:00Z,1100,Turf,Emperor's Chariot,6790,9,G,128,7,NA,25,88,33,32,NA
8,2,Thoroughbred,8,2019-03-05T06:02:00Z,1100,Turf,World Of Hope,25628,12,M,128,10,NA,33,80,52,45,NA
8,2,Thoroughbred,8,2019-03-05T06:02:00Z,1100,Turf,Wildwood Jade,25408,14,M,130,12,NA,10,252,106,78,NA
8,2,Thoroughbred,8,2019-03-05T06:02:00Z,1100,Turf,Snows Bro,21285,14,G,134,13,NA,7.5,189,95,75,NA
9,3,Thoroughbred,1,2019-03-05T02:35:00Z,990,Turf,Tornado Of Souls,23826,13,G,135,3,NA,4,622,116,0,1
9,3,Thoroughbred,1,2019-03-05T02:35:00Z,990,Turf,Power Rush,17846,15,F,130,4,NA,2.25,1307,181,0,2
9,3,Thoroughbred,1,2019-03-05T02:35:00Z,990,Turf,Shark Alley,20473,15,G,121,6,NA,15,268,90,0,NA
9,3,Thoroughbred,1,2019-03-05T02:35:00Z,990,Turf,Our Sebring,16872,12,G,132,7,NA,9,151,45,0,NA
10,3,Thoroughbred,2,2019-03-05T03:10:00Z,1430,Turf,Miss Eporetto,14838,15,F,124,3,NA,2.75,2207,613,398,1
10,3,Thoroughbred,2,2019-03-05T03:10:00Z,1430,Turf,Recording To Win,18677,15,F,124,7,NA,6,750,249,112,2
10,3,Thoroughbred,2,2019-03-05T03:10:00Z,1430,Turf,Alam Mo Na,301,15,F,124,1,NA,9,347,102,65,3
10,3,Thoroughbred,2,2019-03-05T03:10:00Z,1430,Turf,Manhattan Gambler,14050,13,G,130,2,NA,13,270,121,46,NA
10,3,Thoroughbred,2,2019-03-05T03:10:00Z,1430,Turf,Timid,23599,15,F,124,4,NA,15,608,228,102,NA
10,3,Thoroughbred,2,2019-03-05T03:10:00Z,1430,Turf,Duchess Of Lennox,6290,15,F,124,5,NA,40,86,34,28,NA
10,3,Thoroughbred,2,2019-03-05T03:10:00Z,1430,Turf,Armina,1041,15,F,124,6,NA,80,88,34,19,NA
10,3,Thoroughbred,2,2019-03-05T03:10:00Z,1430,Turf,So Very Vein,21558,15,F,124,8,NA,4,728,333,181,NA
10,3,Thoroughbred,2,2019-03-05T03:10:00Z,1430,Turf,Classic Player,4266,15,G,129,9,NA,6,245,113,39,NA
11,3,Thoroughbred,3,2019-03-05T03:45:00Z,1760,Turf,Ticket To Riches,23518,12,M,122,7,NA,7,426,160,90,1
11,3,Thoroughbred,3,2019-03-05T03:45:00Z,1760,Turf,Dad's Blaze,5038,14,M,119,1,NA,20,244,67,39,2
11,3,Thoroughbred,3,2019-03-05T03:45:00Z,1760,Turf,Dorreego,6033,14,G,121,2,NA,15,266,68,37,3
11,3,Thoroughbred,3,2019-03-05T03:45:00Z,1760,Turf,Bills A Goodie,2230,9,G,130,3,NA,33,171,49,25,NA
11,3,Thoroughbred,3,2019-03-05T03:45:00Z,1760,Turf,St Luke,22046,11,G,132,4,NA,2,1562,326,156,NA
11,3,Thoroughbred,3,2019-03-05T03:45:00Z,1760,Turf,Tuivasa,24160,13,G,127,5,NA,13,354,145,107,NA
11,3,Thoroughbred,3,2019-03-05T03:45:00Z,1760,Turf,Clunes Rocket,4346,9,G,133,6,NA,40,393,113,48,NA
11,3,Thoroughbred,3,2019-03-05T03:45:00Z,1760,Turf,Kravchenko,12257,12,G,123,8,NA,2.75,1375,360,125,NA
12,3,Thoroughbred,4,2019-03-05T04:25:00Z,1430,Turf,Oakfield Geronimo,16400,15,G,130,7,NA,9,543,168,96,1
12,3,Thoroughbred,4,2019-03-05T04:25:00Z,1430,Turf,Rosesay,19448,14,M,127,4,NA,1.8888888888888888,2122,514,416,2
12,3,Thoroughbred,4,2019-03-05T04:25:00Z,1430,Turf,Mahboob,13863,10,G,131,2,NA,80,915,302,152,3
12,3,Thoroughbred,4,2019-03-05T04:25:00Z,1430,Turf,Sheoak,20552,13,M,123,1,NA,66,131,53,34,NA
12,3,Thoroughbred,4,2019-03-05T04:25:00Z,1430,Turf,Eagleworks,6432,14,G,127,3,NA,4,957,297,159,NA
12,3,Thoroughbred,4,2019-03-05T04:25:00Z,1430,Turf,The Grandson,23253,13,G,131,5,NA,20,169,75,43,NA
12,3,Thoroughbred,4,2019-03-05T04:25:00Z,1430,Turf,Day Star,5338,14,M,121,6,NA,8.5,422,200,154,NA
12,3,Thoroughbred,4,2019-03-05T04:25:00Z,1430,Turf,Drusilla,6261,13,M,123,8,NA,7,1074,288,131,NA
13,3,Thoroughbred,5,2019-03-05T05:06:00Z,1210,Turf,Khitaamy,11963,14,G,127,6,NA,3,859,268,134,1
13,3,Thoroughbred,5,2019-03-05T05:06:00Z,1210,Turf,Recruiting To Win,18679,16,G,121,12,NA,4,682,188,93,2
13,3,Thoroughbred,5,2019-03-05T05:06:00Z,1210,Turf,Aubrey Skies,1265,15,F,119,11,NA,15,530,180,110,3
13,3,Thoroughbred,5,2019-03-05T05:06:00Z,1210,Turf,Hashtag Viking,9458,15,G,127,1,NA,9,781,233,126,NA
13,3,Thoroughbred,5,2019-03-05T05:06:00Z,1210,Turf,Mo's Glory,15304,15,F,122,2,NA,13,185,77,42,NA
13,3,Thoroughbred,5,2019-03-05T05:06:00Z,1210,Turf,Stealthy Kate,21959,15,F,119,3,NA,80,48,31,18,NA
13,3,Thoroughbred,5,2019-03-05T05:06:00Z,1210,Turf,Ah You With Me,237,14,M,123,4,NA,13,194,154,39,NA
13,3,Thoroughbred,5,2019-03-05T05:06:00Z,1210,Turf,She Just Said It,20527,15,F,120,5,NA,33,111,37,26,NA
13,3,Thoroughbred,5,2019-03-05T05:06:00Z,1210,Turf,Beauing,1773,13,G,119,7,NA,80,41,23,16,NA
13,3,Thoroughbred,5,2019-03-05T05:06:00Z,1210,Turf,The Haitian Poet,23262,14,G,130,8,NA,4,1053,278,166,NA
13,3,Thoroughbred,5,2019-03-05T05:06:00Z,1210,Turf,Time Of The Dragon,23580,12,G,119,9,NA,80,38,18,13,NA
13,3,Thoroughbred,5,2019-03-05T05:06:00Z,1210,Turf,Kaera Jaani,11728,14,M,119,10,NA,80,101,48,35,NA
13,3,Thoroughbred,5,2019-03-05T05:06:00Z,1210,Turf,Miss Devinci,14825,14,M,119,13,NA,18,57,21,7,NA
13,3,Thoroughbred,5,2019-03-05T05:06:00Z,1210,Turf,Truly Madly,24094,15,F,119,14,NA,80,38,14,10,NA
14,3,Thoroughbred,6,2019-03-05T05:41:00Z,1210,Turf,Grand Exit,9031,14,M,121,8,NA,4,504,226,222,1
14,3,Thoroughbred,6,2019-03-05T05:41:00Z,1210,Turf,Cool And Neat,4583,12,G,139,7,NA,7,223,127,102,2
14,3,Thoroughbred,6,2019-03-05T05:41:00Z,1210,Turf,Escebee,6921,10,G,132,6,NA,14,117,56,55,3
14,3,Thoroughbred,6,2019-03-05T05:41:00Z,1210,Turf,Miss Eimar,14835,13,M,121,1,NA,2.75,410,194,224,NA
14,3,Thoroughbred,6,2019-03-05T05:41:00Z,1210,Turf,Jack's Image,10986,12,G,121,2,NA,9,158,60,77,NA
14,3,Thoroughbred,6,2019-03-05T05:41:00Z,1210,Turf,Ice Chiller,10288,9,G,119,3,NA,80,20,10,11,NA
14,3,Thoroughbred,6,2019-03-05T05:41:00Z,1210,Turf,Winner's Lane,25489,14,G,123,4,NA,7,551,297,157,NA
14,3,Thoroughbred,6,2019-03-05T05:41:00Z,1210,Turf,Tully Ho,24163,12,M,125,9,NA,40,118,58,70,NA
14,3,Thoroughbred,6,2019-03-05T05:41:00Z,1210,Turf,Bon Allen,2565,14,G,122,10,NA,7.5,296,123,83,NA
15,3,Thoroughbred,7,2019-03-05T06:15:00Z,1210,Turf,Penny Dreadful,17331,13,M,122,10,NA,11,327,113,57,1
15,3,Thoroughbred,7,2019-03-05T06:15:00Z,1210,Turf,Cuban Sizzle,4925,14,M,134,7,NA,18,110,44,30,2
15,3,Thoroughbred,7,2019-03-05T06:15:00Z,1210,Turf,Sing Us A Song,20956,14,M,120,11,NA,20,60,21,15,3
15,3,Thoroughbred,7,2019-03-05T06:15:00Z,1210,Turf,Zealot,25855,15,F,124,1,NA,10,122,43,32,NA
15,3,Thoroughbred,7,2019-03-05T06:15:00Z,1210,Turf,Mon Petite Fille,15168,13,M,120,2,NA,33,47,20,17,NA
15,3,Thoroughbred,7,2019-03-05T06:15:00Z,1210,Turf,White Eagle,25277,12,G,119,3,NA,80,18,2,5,NA
15,3,Thoroughbred,7,2019-03-05T06:15:00Z,1210,Turf,Volt Of Power,24865,15,G,128,4,NA,12,88,30,18,NA
15,3,Thoroughbred,7,2019-03-05T06:15:00Z,1210,Turf,Wrongfully Wrong,25651,14,G,130,5,NA,11,65,38,17,NA
15,3,Thoroughbred,7,2019-03-05T06:15:00Z,1210,Turf,In Good Health,10647,15,F,124,6,NA,15,91,43,25,NA
16,4,Thoroughbred,1,2019-03-05T02:15:00Z,1320,Turf,Fortification,7946,15,C,132,3,NA,4,364,148,95,1
16,4,Thoroughbred,1,2019-03-05T02:15:00Z,1320,Turf,Sergeant,20329,15,G,129,6,NA,3,644,187,107,2
16,4,Thoroughbred,1,2019-03-05T02:15:00Z,1320,Turf,Temple Run,23008,14,G,124,4,NA,2.25,1583,349,242,3
16,4,Thoroughbred,1,2019-03-05T02:15:00Z,1320,Turf,Great Wings,9153,14,G,119,1,NA,15,292,80,44,NA
16,4,Thoroughbred,1,2019-03-05T02:15:00Z,1320,Turf,Thor's Thunder,23448,14,G,122,5,NA,15,120,37,20,NA
17,4,Thoroughbred,2,2019-03-05T02:50:00Z,1320,Turf,Ragazze,18446,15,F,130,5,NA,4,806,347,213,1
17,4,Thoroughbred,2,2019-03-05T02:50:00Z,1320,Turf,She's Furline,20598,15,F,131,1,NA,3.5,1e3,343,229,2
17,4,Thoroughbred,2,2019-03-05T02:50:00Z,1320,Turf,Galway Girl,8311,15,F,124,4,NA,7,872,338,213,3
17,4,Thoroughbred,2,2019-03-05T02:50:00Z,1320,Turf,Casino Angel,3574,13,M,120,2,NA,80,83,33,29,NA
17,4,Thoroughbred,2,2019-03-05T02:50:00Z,1320,Turf,Fleeting Princess,7745,14,M,119,6,NA,80,53,18,21,NA
17,4,Thoroughbred,2,2019-03-05T02:50:00Z,1320,Turf,Lettre D'amour,12851,14,M,127,7,NA,18,151,96,59,NA
17,4,Thoroughbred,2,2019-03-05T02:50:00Z,1320,Turf,Alison Of Tuffy,359,15,F,123,8,NA,9,354,190,123,NA
17,4,Thoroughbred,2,2019-03-05T02:50:00Z,1320,Turf,Single Sapphire,20949,15,F,121,9,NA,7,229,94,69,NA
17,4,Thoroughbred,2,2019-03-05T02:50:00Z,1320,Turf,Chicadilly,4021,15,F,129,10,NA,5,540,191,116,NA
18,4,Thoroughbred,3,2019-03-05T03:28:00Z,1320,Turf,Dance Hall Girl,5117,15,F,124,12,NA,9,1493,318,186,1
18,4,Thoroughbred,3,2019-03-05T03:28:00Z,1320,Turf,Bride Of Vengeance,2793,15,F,124,3,NA,3.5,1729,410,222,2
18,4,Thoroughbred,3,2019-03-05T03:28:00Z,1320,Turf,Emerald Earth,6761,14,M,125,7,NA,7,833,248,135,3
18,4,Thoroughbred,3,2019-03-05T03:28:00Z,1320,Turf,Kruptable,12273,13,G,130,1,NA,40,101,56,39,NA
18,4,Thoroughbred,3,2019-03-05T03:28:00Z,1320,Turf,Litchfield,13077,15,G,129,2,NA,7,920,212,107,NA
18,4,Thoroughbred,3,2019-03-05T03:28:00Z,1320,Turf,Winter In America,25511,15,F,124,4,NA,40,181,55,53,NA
18,4,Thoroughbred,3,2019-03-05T03:28:00Z,1320,Turf,Classic Warrior,4274,15,G,129,6,NA,20,175,55,38,NA
18,4,Thoroughbred,3,2019-03-05T03:28:00Z,1320,Turf,Prince George,17983,15,G,129,8,NA,8.5,527,268,152,NA
18,4,Thoroughbred,3,2019-03-05T03:28:00Z,1320,Turf,Meticulous,14530,15,C,129,9,NA,4,1290,328,160,NA
19,4,Thoroughbred,4,2019-03-05T04:05:00Z,1540,Turf,Be Mindful,1933,14,G,130,9,NA,3.5,375,245,193,1
19,4,Thoroughbred,4,2019-03-05T04:05:00Z,1540,Turf,Schnapps,20075,15,C,130,2,NA,4.5,1186,301,195,2
19,4,Thoroughbred,4,2019-03-05T04:05:00Z,1540,Turf,Beidi,1849,15,G,128,10,NA,11,267,98,81,3
19,4,Thoroughbred,4,2019-03-05T04:05:00Z,1540,Turf,Autumn,1309,15,F,123,4,NA,8,703,269,139,NA
19,4,Thoroughbred,4,2019-03-05T04:05:00Z,1540,Turf,Think Straight,23403,14,G,134,5,NA,8,269,113,69,NA
19,4,Thoroughbred,4,2019-03-05T04:05:00Z,1540,Turf,Miss Moana,14905,15,F,123,7,NA,40,150,44,43,NA
20,4,Thoroughbred,5,2019-03-05T04:40:00Z,1540,Turf,Superbowl Sunday,22426,15,G,130,8,NA,2,3366,871,516,1
20,4,Thoroughbred,5,2019-03-05T04:40:00Z,1540,Turf,Uno That,24449,13,G,121,4,NA,18,467,155,126,2
20,4,Thoroughbred,5,2019-03-05T04:40:00Z,1540,Turf,Costa Zou,4685,15,G,124,6,NA,11,234,99,82,3
20,4,Thoroughbred,5,2019-03-05T04:40:00Z,1540,Turf,Exterminate,7097,15,G,127,1,NA,20,143,54,34,NA
20,4,Thoroughbred,5,2019-03-05T04:40:00Z,1540,Turf,Amore Amore,725,16,G,119,2,NA,18,90,37,45,NA
20,4,Thoroughbred,5,2019-03-05T04:40:00Z,1540,Turf,Is That So,10853,15,G,127,3,NA,8,428,129,99,NA
20,4,Thoroughbred,5,2019-03-05T04:40:00Z,1540,Turf,Completed,4496,15,G,125,5,NA,18,232,79,45,NA
20,4,Thoroughbred,5,2019-03-05T04:40:00Z,1540,Turf,Tic Tock Man,23527,15,G,122,7,NA,13,296,110,83,NA
20,4,Thoroughbred,5,2019-03-05T04:40:00Z,1540,Turf,Dusktilldawn,6354,15,G,119,9,NA,80,57,25,19,NA
20,4,Thoroughbred,5,2019-03-05T04:40:00Z,1540,Turf,Shadow Of Mordor,20393,14,G,119,10,NA,80,60,29,20,NA
20,4,Thoroughbred,5,2019-03-05T04:40:00Z,1540,Turf,Mikhail,14685,15,C,127,11,NA,5,712,267,96,NA
20,4,Thoroughbred,5,2019-03-05T04:40:00Z,1540,Turf,Tezoff,23128,15,G,127,12,NA,40,68,35,38,NA
21,4,Thoroughbred,6,2019-03-05T05:47:00Z,1540,Turf,Vitesse,24827,15,F,122,1,NA,4,2568,673,438,1
21,4,Thoroughbred,6,2019-03-05T05:47:00Z,1540,Turf,Lady Lucienne,12412,15,F,121,2,NA,80,573,190,130,2
21,4,Thoroughbred,6,2019-03-05T05:47:00Z,1540,Turf,Speed Camera,21637,14,M,124,7,NA,20,178,69,64,3
21,4,Thoroughbred,6,2019-03-05T05:47:00Z,1540,Turf,Onemore Jewel,16656,14,M,125,3,NA,80,68,29,44,NA
21,4,Thoroughbred,6,2019-03-05T05:47:00Z,1540,Turf,Girl You Want,8612,15,F,124,4,NA,40,359,114,103,NA
21,4,Thoroughbred,6,2019-03-05T05:47:00Z,1540,Turf,Miss Nomer,14912,14,M,128,5,NA,18,89,35,66,NA
21,4,Thoroughbred,6,2019-03-05T05:47:00Z,1540,Turf,Great Looker,9145,14,M,125,6,NA,20,126,62,35,NA
21,4,Thoroughbred,6,2019-03-05T05:47:00Z,1540,Turf,All Style,455,15,F,127,8,NA,40,46,20,22,NA
21,4,Thoroughbred,6,2019-03-05T05:47:00Z,1540,Turf,November Morning,16356,15,F,127,9,NA,8,361,169,61,NA
21,4,Thoroughbred,6,2019-03-05T05:47:00Z,1540,Turf,Duchess Of Windsor,6291,15,F,125,10,NA,3.5,561,205,163,NA
21,4,Thoroughbred,6,2019-03-05T05:47:00Z,1540,Turf,Bacinblac,1437,15,F,127,11,NA,20,147,61,34,NA
21,4,Thoroughbred,6,2019-03-05T05:47:00Z,1540,Turf,Princess Siri,18037,15,F,127,12,NA,3,905,333,196,NA
22,4,Thoroughbred,7,2019-03-05T06:13:00Z,1760,Turf,Stryke Rock,22254,14,G,131,8,NA,8.5,147,40,38,1
22,4,Thoroughbred,7,2019-03-05T06:13:00Z,1760,Turf,Mr Dependable,15398,15,G,130,12,NA,2.5,1232,313,209,2
22,4,Thoroughbred,7,2019-03-05T06:13:00Z,1760,Turf,Charming Lad,3906,11,G,122,5,NA,40,95,34,27,3
22,4,Thoroughbred,7,2019-03-05T06:13:00Z,1760,Turf,Better Take Cover,2024,14,M,125,1,NA,40,107,34,28,NA
22,4,Thoroughbred,7,2019-03-05T06:13:00Z,1760,Turf,Pinch Passion,17547,14,G,134,2,NA,18,123,31,31,NA
22,4,Thoroughbred,7,2019-03-05T06:13:00Z,1760,Turf,Swiss,22658,14,M,128,3,NA,13,381,117,92,NA
22,4,Thoroughbred,7,2019-03-05T06:13:00Z,1760,Turf,Subban,22281,14,G,131,4,NA,20,226,100,57,NA
