Name,Age,Height,Weight,Team,NOC,Games,Year,City,Medal,EventId,AthleteId,HOST_NOC
Mikhail Safonov,21,178,78,Soviet Union,URS,1968 Summer,1968,Mexico City,NA,14,322,MEX
Karlheinz Schwemmer,25,171,69,West Germany,FRG,1968 Summer,1968,Mexico City,NA,14,263,MEX
Song Jae-Ung,23,170,68,South Korea,KOR,1968 Summer,1968,Mexico City,NA,14,416,MEX
Rolf Sperling,28,165,65,East Germany,GDR,1968 Summer,1968,Mexico City,NA,14,386,MEX
Kenneth Sully,17,176,70,Canada,CAN,1968 Summer,1968,Mexico City,NA,14,270,MEX
Vladimir Alekseyevich Vasin,21,175,73,Soviet Union,URS,1968 Summer,1968,Mexico City,NA,14,460,MEX
"Donald Douglas ""Don"" Wagstaff",19,170,68,Australia,AUS,1968 Summer,1968,Mexico City,NA,14,101,MEX
Bernd Wucherpfennig,27,177,68,West Germany,FRG,1968 Summer,1968,Mexico City,NA,14,53,MEX
Junji Yuasa,24,172,64,Japan,JPN,1968 Summer,1968,Mexico City,NA,14,255,MEX
Franco Giorgio Cagnotto,25,163,60,Italy,ITA,1972 Summer,1972,Munich,Bronze,15,135,GER
Klaus Dibiasi,24,180,74,Italy,ITA,1972 Summer,1972,Munich,Gold,15,275,GER
"Richard Anthony ""Dick"" Rydze",22,170,63,United States,USA,1972 Summer,1972,Munich,Silver,15,368,GER
Hctor Bas,21,163,63,Puerto Rico,PUR,1972 Summer,1972,Munich,NA,15,186,GER
Porfirio Becerril,17,178,66,Mexico,MEX,1972 Summer,1972,Munich,NA,15,356,GER
Scott Cranham,17,168,61,Canada,CAN,1972 Summer,1972,Munich,NA,15,404,GER
Jacques Deschouwer,26,173,67,France,FRA,1972 Summer,1972,Munich,NA,15,209,GER
Seain Frank Dufficy,19,167,68,Great Britain,GBR,1972 Summer,1972,Munich,NA,15,406,GER
"Richard Douglas ""Rick"" Earley",28,170,63,United States,USA,1972 Summer,1972,Munich,NA,15,371,GER
"Michael Holman ""Mike"" Finneran",23,178,73,United States,USA,1972 Summer,1972,Munich,NA,15,317,GER
"Ronald George ""Ron"" Friesen",23,178,71,Canada,CAN,1972 Summer,1972,Munich,NA,15,390,GER
Ion Ganea,27,178,78,Romania,ROU,1972 Summer,1972,Munich,NA,15,205,GER
Aleksandr Afanasyevich Gendrikson,17,172,59,Soviet Union,URS,1972 Summer,1972,Munich,NA,15,19,GER
Andrew Michael Gill,24,175,80,Great Britain,GBR,1972 Summer,1972,Munich,NA,15,34,GER
Carlos Armando Girn Gutirrez,17,174,75,Mexico,MEX,1972 Summer,1972,Munich,NA,15,65,GER
"Kenneth ""Ken"" Grove",19,174,68,Australia,AUS,1972 Summer,1972,Munich,NA,15,269,GER
Davit Hambardzumyan,16,175,74,Soviet Union,URS,1972 Summer,1972,Munich,NA,15,92,GER
Jorge Head Ladeveze,23,166,60,Spain,ESP,1972 Summer,1972,Munich,NA,15,241,GER
Diego Henao,25,170,68,Colombia,COL,1972 Summer,1972,Munich,NA,15,93,GER
Falk Hoffmann,19,173,65,East Germany,GDR,1972 Summer,1972,Munich,NA,15,126,GER
Vladimir Kapirulin,18,NA,NA,Soviet Union,URS,1972 Summer,1972,Munich,NA,15,461,GER
Klaus Konzorr,31,169,67,West Germany,FRG,1972 Summer,1972,Munich,NA,15,276,GER
Rudolf Kruspel,21,169,65,Austria,AUT,1972 Summer,1972,Munich,NA,15,394,GER
Lothar Matthes,25,173,67,East Germany,GDR,1972 Summer,1972,Munich,NA,15,293,GER
Jakub Puchow,24,179,71,Poland,POL,1972 Summer,1972,Munich,NA,15,210,GER
Wolfram Ristau,18,172,68,East Germany,GDR,1972 Summer,1972,Munich,NA,15,479,GER
Jos de Jess Robinson Gonzlez,27,178,68,Mexico,MEX,1972 Summer,1972,Munich,NA,15,244,GER
Sandro Rossi,26,169,62,Switzerland,SUI,1972 Summer,1972,Munich,NA,15,401,GER
Karlheinz Schwemmer,29,171,69,West Germany,FRG,1972 Summer,1972,Munich,NA,15,263,GER
"Nikola ""Niki"" Stajkovic",13,181,78,Austria,AUT,1972 Summer,1972,Munich,NA,15,334,GER
Kenneth Sully,21,176,70,Canada,CAN,1972 Summer,1972,Munich,NA,15,270,GER
"Donald Douglas ""Don"" Wagstaff",23,170,68,Australia,AUS,1972 Summer,1972,Munich,NA,15,101,GER
Brian Albert Wetheridge,19,155,57,Great Britain,GBR,1972 Summer,1972,Munich,NA,15,55,GER
Bernd Wucherpfennig,31,177,68,West Germany,FRG,1972 Summer,1972,Munich,NA,15,53,GER
Junji Yuasa,27,172,64,Japan,JPN,1972 Summer,1972,Munich,NA,15,255,GER
Vladimir Petrovich Aleynik,23,184,74,Soviet Union,URS,1976 Summer,1976,Montreal,Bronze,16,462,CAN
Klaus Dibiasi,28,180,74,Italy,ITA,1976 Summer,1976,Montreal,Gold,16,275,CAN
"Gregory Efthimios ""Greg"" Louganis",16,175,73,United States,USA,1976 Summer,1976,Montreal,Silver,16,169,CAN
"Kenneth ""Ken"" Armstrong",22,NA,NA,Canada,CAN,1976 Summer,1976,Montreal,NA,16,268,CAN
Milton Jorge Machado Braga,22,166,62,Brazil,BRA,1976 Summer,1976,Montreal,NA,16,323,CAN
Martyn Brown,23,176,71,Great Britain,GBR,1976 Summer,1976,Montreal,NA,16,309,CAN
Scott Cranham,21,168,61,Canada,CAN,1976 Summer,1976,Montreal,NA,16,404,CAN
Claudio De Miro,19,NA,NA,Italy,ITA,1976 Summer,1976,Montreal,NA,16,75,CAN
Dieter Drr,19,167,61,West Germany,FRG,1976 Summer,1976,Montreal,NA,16,95,CAN
"Stephen Neil ""Steve"" Foley",19,182,78,Australia,AUS,1976 Summer,1976,Montreal,NA,16,422,CAN
Carlos Armando Girn Gutirrez,21,174,75,Mexico,MEX,1976 Summer,1976,Montreal,NA,16,65,CAN
Glen Grout,34,NA,NA,Canada,CAN,1976 Summer,1976,Montreal,NA,16,160,CAN
Davit Hambardzumyan,20,175,74,Soviet Union,URS,1976 Summer,1976,Montreal,NA,16,92,CAN
Falk Hoffmann,23,173,65,East Germany,GDR,1976 Summer,1976,Montreal,NA,16,126,CAN
"Patrick Timothy ""Tim"" Moore",22,165,62,United States,USA,1976 Summer,1976,Montreal,NA,16,349,CAN
Sergey Vasilyevich Nemtsanov,17,168,56,Soviet Union,URS,1976 Summer,1976,Montreal,NA,16,409,CAN
Yoshino Nishide,21,NA,NA,Japan,JPN,1976 Summer,1976,Montreal,NA,16,486,CAN
"Nikola ""Niki"" Stajkovic",17,181,78,Austria,AUT,1976 Summer,1976,Montreal,NA,16,334,CAN
Nelson Surez,19,NA,NA,Ecuador,ECU,1976 Summer,1976,Montreal,NA,16,330,CAN
Jol Suty,16,167,62,France,FRA,1976 Summer,1976,Montreal,NA,16,239,CAN
Frank Taubert,20,172,70,East Germany,GDR,1976 Summer,1976,Montreal,NA,16,138,CAN
Ricardo Velarde,22,NA,NA,Mexico,MEX,1976 Summer,1976,Montreal,NA,16,367,CAN
Kent Douglas Vosler,20,165,61,United States,USA,1976 Summer,1976,Montreal,NA,16,271,CAN
"Donald Douglas ""Don"" Wagstaff",26,170,68,Australia,AUS,1976 Summer,1976,Montreal,NA,16,101,CAN
Dieter Waskow,19,168,55,East Germany,GDR,1976 Summer,1976,Montreal,NA,16,96,CAN
Davit Hambardzumyan,24,175,74,Soviet Union,URS,1980 Summer,1980,Moskva,Bronze,17,92,RUS
Falk Hoffmann,27,173,65,East Germany,GDR,1980 Summer,1980,Moskva,Gold,17,126,RUS
Vladimir Petrovich Aleynik,27,184,74,Soviet Union,URS,1980 Summer,1980,Moskva,Silver,17,462,RUS
"Alexandru Adrian ""Alex"" Bagiu",NA,167,68,Romania,ROU,1980 Summer,1980,Moskva,NA,17,25,RUS
Milton Jorge Machado Braga,26,166,62,Brazil,BRA,1980 Summer,1980,Moskva,NA,17,323,RUS
Martyn Brown,27,176,71,Great Britain,GBR,1980 Summer,1980,Moskva,NA,17,309,RUS
"Stephen Neil ""Steve"" Foley",23,182,78,Australia,AUS,1980 Summer,1980,Moskva,NA,17,422,RUS
Petar Georgiev,19,173,66,Bulgaria,BUL,1980 Summer,1980,Moskva,NA,17,352,RUS
Carlos Armando Girn Gutirrez,25,174,75,Mexico,MEX,1980 Summer,1980,Moskva,NA,17,65,RUS
"Kenneth ""Ken"" Grove",27,174,68,Austria,AUT,1980 Summer,1980,Moskva,NA,17,269,RUS
Csar Augusto Jimenez,20,168,64,Dominican Republic,DOM,1980 Summer,1980,Moskva,NA,17,80,RUS
Thomas Knuths,21,177,67,East Germany,GDR,1980 Summer,1980,Moskva,NA,17,435,RUS
Abdullah Abdulrazaq Mayouf,20,NA,NA,Kuwait,KUW,1980 Summer,1980,Moskva,NA,17,3,RUS
Kroly Nmedi,20,176,63,Hungary,HUN,1980 Summer,1980,Moskva,NA,17,279,RUS
Sergey Vasilyevich Nemtsanov,21,168,56,Soviet Union,URS,1980 Summer,1980,Moskva,NA,17,409,RUS
David Neale Parrington,24,186,91,Zimbabwe,ZIM,1980 Summer,1980,Moskva,NA,17,89,RUS
Radoslav Radev,20,172,65,Bulgaria,BUL,1980 Summer,1980,Moskva,NA,17,359,RUS
Francisco Javier Rueda Amezquita,21,178,70,Mexico,MEX,1980 Summer,1980,Moskva,NA,17,132,RUS
"Christopher ""Chris"" Snode",21,173,72,Great Britain,GBR,1980 Summer,1980,Moskva,NA,17,71,RUS
Salvador Sobrino,21,175,70,Mexico,MEX,1980 Summer,1980,Moskva,NA,17,397,RUS
"Nikola ""Niki"" Stajkovic",21,181,78,Austria,AUT,1980 Summer,1980,Moskva,NA,17,334,RUS
Claus Bernth Thomsen,21,174,69,Denmark,DEN,1980 Summer,1980,Moskva,NA,17,76,RUS
Dieter Waskow,23,168,55,East Germany,GDR,1980 Summer,1980,Moskva,NA,17,96,RUS
Li Kongzheng,25,164,58,China,CHN,1984 Summer,1984,Los Angeles,Bronze,18,291,USA
"Gregory Efthimios ""Greg"" Louganis",24,175,73,United States,USA,1984 Summer,1984,Los Angeles,Gold,18,169,USA
Bruce D. Kimball,21,172,62,United States,USA,1984 Summer,1984,Los Angeles,Silver,18,57,USA
Abdullah Abuqrais,25,163,65,Kuwait,KUW,1984 Summer,1984,Los Angeles,NA,18,4,USA
David Peter Bdard,18,170,73,Canada,CAN,1984 Summer,1984,Los Angeles,NA,18,90,USA
Said Daw,24,173,71,Egypt,EGY,1984 Summer,1984,Los Angeles,NA,18,396,USA
Luis Diguez Daz-Valero,17,174,69,Spain,ESP,1984 Summer,1984,Los Angeles,NA,18,302,USA
Dieter Drr,27,167,61,West Germany,FRG,1984 Summer,1984,Los Angeles,NA,18,95,USA
"Stephen Neil ""Steve"" Foley",27,182,78,Australia,AUS,1984 Summer,1984,Los Angeles,NA,18,422,USA
Amro Hassan,16,173,64,Egypt,EGY,1984 Summer,1984,Los Angeles,NA,18,28,USA
Csar Henderson,NA,NA,NA,Dominican Republic,DOM,1984 Summer,1984,Los Angeles,NA,18,81,USA
Albin Killat,23,179,69,West Germany,FRG,1984 Summer,1984,Los Angeles,NA,18,18,USA
"Andrew ""Andy"" Kwan",21,176,66,Hong Kong,HKG,1984 Summer,1984,Los Angeles,NA,18,33,USA
Tom Lemaire,24,185,72,Belgium,BEL,1984 Summer,1984,Los Angeles,NA,18,444,USA
"Robert ""Bob"" Morgan",17,174,72,Great Britain,GBR,1984 Summer,1984,Los Angeles,NA,18,378,USA
Masashi Nakashima,22,170,59,Japan,JPN,1984 Summer,1984,Los Angeles,NA,18,310,USA
Park Jong-Ryong,22,165,62,South Korea,KOR,1984 Summer,1984,Los Angeles,NA,18,346,USA
Domenico Rinaldi,25,170,65,Italy,ITA,1984 Summer,1984,Los Angeles,NA,18,99,USA
Jos Luis Rocha,18,165,65,Mexico,MEX,1984 Summer,1984,Los Angeles,NA,18,250,USA
"Marcus ""Mark"" Rourke",15,170,72,Canada,CAN,1984 Summer,1984,Los Angeles,NA,18,305,USA
"Christopher ""Chris"" Snode",25,173,72,Great Britain,GBR,1984 Summer,1984,Los Angeles,NA,18,71,USA
Alaeddin Soueidan,13,148,37,Syria,SYR,1984 Summer,1984,Los Angeles,NA,18,10,USA
Tong Hui,21,160,45,China,CHN,1984 Summer,1984,Los Angeles,NA,18,445,USA
Jon Grunde Vegard,26,188,82,Norway,NOR,1984 Summer,1984,Los Angeles,NA,18,240,USA
Isao Yamagishi,17,172,65,Japan,JPN,1984 Summer,1984,Los Angeles,NA,18,206,USA
Miguel Angel Zavala,23,173,64,Mexico,MEX,1984 Summer,1984,Los Angeles,NA,18,320,USA
Jess Mena Campos,20,166,65,Mexico,MEX,1988 Summer,1988,Seoul,Bronze,19,223,KOR
"Gregory Efthimios ""Greg"" Louganis",28,175,73,United States,USA,1988 Summer,1988,Seoul,Gold,19,169,KOR
Xiong Ni,14,166,55,China,CHN,1988 Summer,1988,Seoul,Silver,19,482,KOR
Jeffrey John Arbon,20,NA,NA,Great Britain,GBR,1988 Summer,1988,Seoul,NA,19,216,KOR
Graeme Lachlan Banks,19,175,75,Australia,AUS,1988 Summer,1988,Seoul,NA,19,167,KOR
David Peter Bdard,22,170,73,Canada,CAN,1988 Summer,1988,Seoul,NA,19,90,KOR
Oscar Bertone,20,NA,NA,Italy,ITA,1988 Summer,1988,Seoul,NA,19,340,KOR
Giorgi Chogovadze,19,178,68,Soviet Union,URS,1988 Summer,1988,Seoul,NA,19,158,KOR
Steffen Haage,23,165,63,East Germany,GDR,1988 Summer,1988,Seoul,NA,19,421,KOR
Jan Hempel,17,168,62,East Germany,GDR,1988 Summer,1988,Seoul,NA,19,212,KOR
"Jeffrey ""Jeff"" Hirst",24,170,67,Canada,CAN,1988 Summer,1988,Seoul,NA,19,215,KOR
Patrick S. Jeffrey,23,168,68,United States,USA,1988 Summer,1988,Seoul,NA,19,348,KOR
Keita Kaneto,21,174,68,Japan,JPN,1988 Summer,1988,Seoul,NA,19,267,KOR
Albin Killat,27,179,69,West Germany,FRG,1988 Summer,1988,Seoul,NA,19,18,KOR
Lee Seon-Gi,23,NA,NA,South Korea,KOR,1988 Summer,1988,Seoul,NA,19,288,KOR
Tom Lemaire,28,185,72,Belgium,BEL,1988 Summer,1988,Seoul,NA,19,444,KOR
Li Kongzheng,29,164,58,China,CHN,1988 Summer,1988,Seoul,NA,19,291,KOR
"Wilfried ""Willi"" Meyer",23,168,63,West Germany,FRG,1988 Summer,1988,Seoul,NA,19,468,KOR
Jorge Mondragn Vzquez,25,167,64,Mexico,MEX,1988 Summer,1988,Seoul,NA,19,242,KOR
"Robert ""Bob"" Morgan",21,174,72,Great Britain,GBR,1988 Summer,1988,Seoul,NA,19,378,KOR
Frdric Pierre,19,172,66,France,FRA,1988 Summer,1988,Seoul,NA,19,141,KOR
Emilio Ratia Vidal,20,178,74,Spain,ESP,1988 Summer,1988,Seoul,NA,19,108,KOR
Domenico Rinaldi,29,170,65,Italy,ITA,1988 Summer,1988,Seoul,NA,19,99,KOR
Craig William Rogerson,23,168,63,Australia,AUS,1988 Summer,1988,Seoul,NA,19,79,KOR
Vladimir Aleksandrovich Timoshinin,18,168,68,Soviet Union,URS,1988 Summer,1988,Seoul,NA,19,459,KOR
Isao Yamagishi,22,172,65,Japan,JPN,1988 Summer,1988,Seoul,NA,19,206,KOR
Xiong Ni,18,166,55,China,CHN,1992 Summer,1992,Barcelona,Bronze,20,482,ESP
Sun Shuwei,16,155,45,China,CHN,1992 Summer,1992,Barcelona,Gold,20,424,ESP
Scott Richard Donie,23,175,77,United States,USA,1992 Summer,1992,Barcelona,Silver,20,405,ESP
Alberto Enrique Acosta Palma,19,NA,NA,Mexico,MEX,1992 Summer,1992,Barcelona,NA,20,14,ESP
Rafael lvarez Serrano,20,171,68,Spain,ESP,1992 Summer,1992,Barcelona,NA,20,360,ESP
Gabriel Cozmin Chereche,14,173,65,Romania,ROU,1992 Summer,1992,Barcelona,NA,20,145,ESP
Giorgi Chogovadze,23,178,68,Unified Team,EUN,1992 Summer,1992,Barcelona,NA,20,158,ESP
Alessandro De Botton,21,NA,NA,Italy,ITA,1992 Summer,1992,Barcelona,NA,20,23,ESP
Dario di Fazio,25,NA,NA,Venezuela,VEN,1992 Summer,1992,Barcelona,NA,20,85,ESP
Bruno Michel Fournier,25,165,63,Canada,CAN,1992 Summer,1992,Barcelona,NA,20,59,ESP
William T. Hayes,24,NA,NA,Canada,CAN,1992 Summer,1992,Barcelona,NA,20,475,ESP
Jan Hempel,20,168,62,Germany,GER,1992 Summer,1992,Barcelona,NA,20,212,ESP
Keita Kaneto,25,174,68,Japan,JPN,1992 Summer,1992,Barcelona,NA,20,267,ESP
Grzegorz Kozdraski,16,160,48,Poland,POL,1992 Summer,1992,Barcelona,NA,20,170,ESP
Michael Khne,21,183,78,Germany,GER,1992 Summer,1992,Barcelona,NA,20,318,ESP
Jess Mena Campos,24,166,65,Mexico,MEX,1992 Summer,1992,Barcelona,NA,20,223,ESP
"Robert ""Bob"" Morgan",25,174,72,Great Britain,GBR,1992 Summer,1992,Barcelona,NA,20,378,ESP
Michael Andrew Murphy,18,178,77,Australia,AUS,1992 Summer,1992,Barcelona,NA,20,316,ESP
Frdric Pierre,23,172,66,France,FRA,1992 Summer,1992,Barcelona,NA,20,141,ESP
Craig William Rogerson,27,168,63,Australia,AUS,1992 Summer,1992,Barcelona,NA,20,79,ESP
Dmitry Ivanovich Sautin,18,172,65,Unified Team,EUN,1992 Summer,1992,Barcelona,NA,20,97,ESP
"Matthew Aaron ""Matt"" Scoggin",28,178,73,United States,USA,1992 Summer,1992,Barcelona,NA,20,313,ESP
Isao Yamagishi,25,172,65,Japan,JPN,1992 Summer,1992,Barcelona,NA,20,206,ESP
Xiao Hailiang,19,165,60,China,CHN,1996 Summer,1996,Atlanta,Bronze,21,481,USA
Dmitry Ivanovich Sautin,22,172,65,Russia,RUS,1996 Summer,1996,Atlanta,Gold,21,97,USA
Jan Hempel,24,168,62,Germany,GER,1996 Summer,1996,Atlanta,Silver,21,212,USA
Alberto Enrique Acosta Palma,23,NA,NA,Mexico,MEX,1996 Summer,1996,Atlanta,NA,21,14,USA
Damir Akhmetbekov,21,170,70,Kazakhstan,KAZ,1996 Summer,1996,Atlanta,NA,21,82,USA
Abdul Al-Matrouk,23,NA,NA,Kuwait,KUW,1996 Summer,1996,Atlanta,NA,21,2,USA
Hovhannes Avtandilyan,18,170,55,Armenia,ARM,1996 Summer,1996,Atlanta,NA,21,199,USA
Emin Hafis Cbrayilov,18,173,58,Azerbaijan,AZE,1996 Summer,1996,Atlanta,NA,21,110,USA
Gabriel Cozmin Chereche,18,173,65,Romania,ROU,1996 Summer,1996,Atlanta,NA,21,145,USA
Choe Hyong-Gil,19,159,54,North Korea,PRK,1996 Summer,1996,Atlanta,NA,21,70,USA
Chuan Hung-Ping,18,175,70,Chinese Taipei,TPE,1996 Summer,1996,Atlanta,NA,21,73,USA
Dario di Fazio,29,NA,NA,Venezuela,VEN,1996 Summer,1996,Atlanta,NA,21,85,USA
Richard Frece,20,178,73,Austria,AUT,1996 Summer,1996,Atlanta,NA,21,372,USA
Gocha Gakharia,22,174,66,Georgia,GEO,1996 Summer,1996,Atlanta,NA,21,163,USA
Gwon Gyeong-Min,14,165,60,South Korea,KOR,1996 Summer,1996,Atlanta,NA,21,178,USA
Tony Iglesias,23,NA,NA,Bolivia,BOL,1996 Summer,1996,Atlanta,NA,21,447,USA
Patrick S. Jeffrey,31,168,68,United States,USA,1996 Summer,1996,Atlanta,NA,21,348,USA
Keita Kaneto,29,174,68,Japan,JPN,1996 Summer,1996,Atlanta,NA,21,267,USA
Sergey Ivanovich Kudrevich,28,NA,NA,Belarus,BLR,1996 Summer,1996,Atlanta,NA,21,408,USA
Michael Khne,25,183,78,Germany,GER,1996 Summer,1996,Atlanta,NA,21,318,USA
Andrey Viktorovich Kvochinsky,27,NA,NA,Belarus,BLR,1996 Summer,1996,Atlanta,NA,21,36,USA
"Anthony Jasen ""Tony"" Lawson",24,168,63,Australia,AUS,1996 Summer,1996,Atlanta,NA,21,39,USA
"Robert ""Bob"" Morgan",29,174,72,Great Britain,GBR,1996 Summer,1996,Atlanta,NA,21,378,USA
Samat Muratov,20,NA,NA,Kazakhstan,KAZ,1996 Summer,1996,Atlanta,NA,21,398,USA
Ng Sui,15,NA,NA,Hong Kong,HKG,1996 Summer,1996,Atlanta,NA,21,331,USA
Daniel Pavn Pavn,23,177,70,Spain,ESP,1996 Summer,1996,Atlanta,NA,21,83,USA
Suchart Pichi,17,164,60,Thailand,THA,1996 Summer,1996,Atlanta,NA,21,423,USA
David J. Pichler,27,183,77,United States,USA,1996 Summer,1996,Atlanta,NA,21,88,USA
Fernando Fabricio Platas lvarez,23,164,60,Mexico,MEX,1996 Summer,1996,Atlanta,NA,21,129,USA
Johan Gustav Jimmy Sjdin,18,NA,NA,Sweden,SWE,1996 Summer,1996,Atlanta,NA,21,231,USA
Leon Roy Taylor,18,178,74,Great Britain,GBR,1996 Summer,1996,Atlanta,NA,21,289,USA
Ken Terauchi,15,170,68,Japan,JPN,1996 Summer,1996,Atlanta,NA,21,272,USA
Tian Liang,16,172,60,China,CHN,1996 Summer,1996,Atlanta,NA,21,437,USA
Vladimir Aleksandrovich Timoshinin,26,168,68,Russia,RUS,1996 Summer,1996,Atlanta,NA,21,459,USA
Roman Mykhailovych Volodkov,22,175,68,Ukraine,UKR,1996 Summer,1996,Atlanta,NA,21,388,USA
Vukan Vuleti,23,NA,NA,Serbia and Montenegro,SCG,1996 Summer,1996,Atlanta,NA,21,463,USA
Oleh Yanchenko,17,NA,NA,Ukraine,UKR,1996 Summer,1996,Atlanta,NA,21,336,USA
Dmitry Ivanovich Sautin,26,172,65,Russia,RUS,2000 Summer,2000,Sydney,Bronze,22,97,AUS
Tian Liang,21,172,60,China,CHN,2000 Summer,2000,Sydney,Gold,22,437,AUS
Hu Jia,17,170,58,China,CHN,2000 Summer,2000,Sydney,Silver,22,201,AUS
Jess Iory Aball Martnez,26,167,65,Cuba,CUB,2000 Summer,2000,Sydney,NA,22,222,AUS
Damir Akhmetbekov,25,170,70,Kazakhstan,KAZ,2000 Summer,2000,Sydney,NA,22,82,AUS
Hovhannes Avtandilyan,22,170,55,Armenia,ARM,2000 Summer,2000,Sydney,NA,22,199,AUS
Mohamed Azreen Bahari,16,168,55,Malaysia,MAS,2000 Summer,2000,Sydney,NA,22,326,AUS
Emin Hafis Cbrayilov,22,173,58,Azerbaijan,AZE,2000 Summer,2000,Sydney,NA,22,110,AUS
Gabriel Cozmin Chereche,22,173,65,Romania,ROU,2000 Summer,2000,Sydney,NA,22,145,AUS
Choe Hyong-Gil,24,159,54,North Korea,PRK,2000 Summer,2000,Sydney,NA,22,70,AUS
Alexandre Despatie,15,173,76,Canada,CAN,2000 Summer,2000,Sydney,NA,22,24,AUS
Cassius Ricardo Duran,21,174,73,Brazil,BRA,2000 Summer,2000,Sydney,NA,22,67,AUS
Gilles Emptoz-Lacote,22,165,58,France,FRA,2000 Summer,2000,Sydney,NA,22,157,AUS
Jos Antonio Guerra Oliva,21,166,60,Cuba,CUB,2000 Summer,2000,Sydney,NA,22,243,AUS
Aleksey Gurman,22,174,67,Kazakhstan,KAZ,2000 Summer,2000,Sydney,NA,22,22,AUS
Andrs Hajnal,18,172,62,Hungary,HUN,2000 Summer,2000,Sydney,NA,22,37,AUS
Mathew Glen Helm,19,170,62,Australia,AUS,2000 Summer,2000,Sydney,NA,22,312,AUS
Jan Hempel,29,168,62,Germany,GER,2000 Summer,2000,Sydney,NA,22,212,AUS
Jo Dae-Don,16,163,55,South Korea,KOR,2000 Summer,2000,Sydney,NA,22,228,AUS
Christopher Kalec,20,165,70,Canada,CAN,2000 Summer,2000,Sydney,NA,22,72,AUS
Igor Vladimirovich Lukashin,21,171,70,Russia,RUS,2000 Summer,2000,Sydney,NA,22,204,AUS
Massimiliano Mazzucchi,19,170,62,Italy,ITA,2000 Summer,2000,Sydney,NA,22,311,AUS
Heiko Meyer,23,160,57,Germany,GER,2000 Summer,2000,Sydney,NA,22,188,AUS
Mohamed Nasrullah,18,160,51,Indonesia,INA,2000 Summer,2000,Sydney,NA,22,328,AUS
Robert Frederick Newbery,21,174,70,Australia,AUS,2000 Summer,2000,Sydney,NA,22,380,AUS
Pak Yong-Ryong,19,166,60,North Korea,PRK,2000 Summer,2000,Sydney,NA,22,344,AUS
Jos Francisco Prez Anguiano,24,163,53,Mexico,MEX,2000 Summer,2000,Sydney,NA,22,248,AUS
Suchart Pichi,21,164,60,Thailand,THA,2000 Summer,2000,Sydney,NA,22,423,AUS
David J. Pichler,32,183,77,United States,USA,2000 Summer,2000,Sydney,NA,22,88,AUS
Eduardo Rueda Pedroza,27,167,56,Mexico,MEX,2000 Summer,2000,Sydney,NA,22,102,AUS
Mark Ruiz,21,175,66,United States,USA,2000 Summer,2000,Sydney,NA,22,306,AUS
Abel Snchez Vargas,28,168,64,Peru,PER,2000 Summer,2000,Sydney,NA,22,5,AUS
Rubn Santos Bravo,23,167,62,Spain,ESP,2000 Summer,2000,Sydney,NA,22,393,AUS
Oleksandr Skrypnyk,21,171,63,Ukraine,UKR,2000 Summer,2000,Sydney,NA,22,338,AUS
Leon Roy Taylor,22,178,74,Great Britain,GBR,2000 Summer,2000,Sydney,NA,22,289,AUS
Ken Terauchi,20,170,68,Japan,JPN,2000 Summer,2000,Sydney,NA,22,272,AUS
Juan Guillermo Urn Salazar,17,168,65,Colombia,COL,2000 Summer,2000,Sydney,NA,22,252,AUS
Luis Alberto Villarroel Vera,19,172,73,Venezuela,VEN,2000 Summer,2000,Sydney,NA,22,301,AUS
Roman Mykhailovych Volodkov,27,175,68,Ukraine,UKR,2000 Summer,2000,Sydney,NA,22,388,AUS
Peter Graham Waterfield,19,167,65,Great Britain,GBR,2000 Summer,2000,Sydney,NA,22,354,AUS
Yeoh Ken Nee,17,170,58,Malaysia,MAS,2000 Summer,2000,Sydney,NA,22,483,AUS
Yu Chang-Jun,19,170,60,South Korea,KOR,2000 Summer,2000,Sydney,NA,22,489,AUS
Tian Liang,24,172,60,China,CHN,2004 Summer,2004,Athina,Bronze,23,437,GRE
Hu Jia,21,170,58,China,CHN,2004 Summer,2004,Athina,Gold,23,201,GRE
Mathew Glen Helm,23,170,62,Australia,AUS,2004 Summer,2004,Athina,Silver,23,312,GRE
Tony Adam,18,169,61,Germany,GER,2004 Summer,2004,Athina,NA,23,446,GRE
Choe Hyong-Gil,27,159,54,North Korea,PRK,2004 Summer,2004,Athina,NA,23,70,GRE
Jean-Romain Delaloye,23,171,64,Switzerland,SUI,2004 Summer,2004,Athina,NA,23,214,GRE
Francesco Dell'Uomo,17,169,62,Italy,ITA,2004 Summer,2004,Athina,NA,23,131,GRE
Alexandre Despatie,19,173,76,Canada,CAN,2004 Summer,2004,Athina,NA,23,24,GRE
Dmitry Mikhaylovich Dobroskok,20,167,57,Russia,RUS,2004 Summer,2004,Athina,NA,23,98,GRE
Cassius Ricardo Duran,25,174,73,Brazil,BRA,2004 Summer,2004,Athina,NA,23,67,GRE
Erick Fornaris lvarez,25,170,69,Cuba,CUB,2004 Summer,2004,Athina,NA,23,112,GRE
Gleb Sergeyevich Galperin,21,175,68,Russia,RUS,2004 Summer,2004,Athina,NA,23,159,GRE
Caesar Garcia,22,180,77,United States,USA,2004 Summer,2004,Athina,NA,23,61,GRE
Giannis Gavrilidis,22,176,74,Greece,GRE,2004 Summer,2004,Athina,NA,23,156,GRE
Jos Antonio Guerra Oliva,25,166,60,Cuba,CUB,2004 Summer,2004,Athina,NA,23,243,GRE
Andrs Hajnal,22,172,62,Hungary,HUN,2004 Summer,2004,Athina,NA,23,37,GRE
